artist_id,artist_name
0d5f3d1f-b5fd-43fe-9094-fad5a81d1456,Semidubs
76cc5de5-ac44-499c-b22a-67a9edae3a8d,Ocean Sleep Sounds
e58403d8-64c6-4ef5-8652-70d6b26e9230,Bloodred Hourglass
f724d511-d2e5-487e-b362-c778a75a94d3,The Rare Occasions
9e3c0f49-158b-4d07-8c4f-ff37e14c0705,Azteck
cc3d96b3-fc1e-4c3c-a113-181c6ace1251,Dire Straits
b43069a8-b3cc-462a-9593-fb7270d29d49,Samiam
19fb2d02-6d18-45c8-9f82-15a0de157f73,Sophie Pecora
f1c36b12-6db8-4346-9014-a504d6358f01,Tony Landa
2e0f7602-10c0-4d86-96d6-dd93f377580b,Ventura
237f8ff5-aeee-4caf-9f68-3c483fe2f133,Thomas Dunford
e27103d7-5734-4b68-a7d6-abedb1a7074a,Joe Wong and Tom Brown
19213aa0-8fc4-4c20-9b8a-87bc6c08d954,Tiina
b99583bb-0e19-494f-9ae5-c16f156961fa,Marilyn Manson
c1fec999-d627-4b3d-a6dc-d01ad897c33c,Lirin
33a984c9-0348-41b4-97d1-cff0cb2a52f5,Ilan Bluestone
09092ea2-c09a-490c-8cf6-11c5a0301202,PNAU
78dde092-86c7-47c5-866a-924e2ec6d8ad,Inva Mula/Orchestre National du Capitole de Toulouse/Michel Plasson
94ee9832-f2b9-4cee-a49a-767bc8146697,Will Connolly
6d68ba66-5350-435f-a5b7-3fa41d5ac27b,Gene Karz
609cb467-99c1-4e55-b3de-bb87e6ba99c4,Junerule
3dae161d-5e2e-4c60-97a3-1cb39f52670d,Leslie Pearson
c6b5d732-d925-488d-a393-805a63ad3517,Manes del asis
b74d2a90-642c-4d3d-bb8a-5d7f8eef260a,MC PH
9a375787-a187-43e9-9cb1-cea620a729d7,Mukeka di Rato
93b0203c-a238-411c-8fa7-8ef07017ed27,Timbuktu
1efbff62-659e-4594-a9ec-2e181b31f82a,陳中
0a6cf094-1448-40ea-96d4-afd5e8440ca1,Superchunk
71ab09dc-b91c-4a0a-abdf-75204fefa4b8,Saxity
55d20caa-850c-4539-ae5f-6ff077de76b9,Enno Senft
a26ccfd7-fa1e-4ae2-ac78-6c141af6f6e6,Civil Twilight
65cb2132-e87f-454a-b3ad-540bf3977a8f,Victor Démé
7f6109d5-c0f9-4316-935a-8510256c13e8,KA$PER HITS
f163bf9f-d950-4dee-8851-47e0553d17db,Susan Jacks
a33f8af9-10cf-449e-b0d9-23ef1135f6fb,Fania All Stars
e42aee21-5e60-4554-9375-86d88580d3f0,Rico Bass
36d9347f-9f2d-47c1-b3d7-888eb528802d,Vicente Amigo
e6d83e68-0355-4d8b-9a94-99edbb152b04,Bright Star Original Broadway Ensemble
186b4f9d-6c5a-4190-a0f6-f796ebc16f4c,Trista Dollison
a1325e0e-588b-4b66-af79-9191494b8d45,Carston
344df13f-4a17-491e-a155-33ebf82d3e4d,Renee
fb58b022-b418-4d8b-a746-6a4b89a5190f,Bombai
2fcc70fc-0240-4e2a-9a3c-689b20136010,Lil Loski
e4b27bdc-196b-4595-aaa6-9a84c4164cd9,Better Than Ezra
a3e6a500-b9e0-48cc-8c2c-9eab6398f8b1,Camel
0e7a1c3d-d51a-4e27-9658-6b35a4bab3b4,Javier Casalla
adad668f-9ef4-4008-9add-9e43573ff07f,Sean Beavan
a1254388-ce61-458e-9e38-3cf2ecd470a5,Pional
b70c3bd6-b3ba-4e9d-82f1-f3c25ed99fbc,Jackie Neal
49c27f2f-d3d4-49d9-9dd7-598c8d7ea976,David Witczak
e2f03df9-39db-4ac4-9baa-1271363fca60,Chris Harms
52165608-2630-44c5-8a67-4ccd50da62bd,Reol
635bafef-044a-4279-8d2d-28fe5269372c,PEDRO SAMPAIO
82119c7d-e3da-4c97-b00d-00733faad7b8,Sgt. Papers
434ffe90-3344-496d-a99c-33e32da8ae43,Amos Lee
77824c6e-7d1d-4061-b827-cc0f4b7e60e8,Arctic Lake
0aaceee9-f2b5-4feb-84e5-7cdcc58aa626,K. B. Sundarambal
4878340b-ea42-461b-8b6c-1d052088f38c,Nirina Zubir
13b852bf-0de4-4731-9d6a-2b0cbb10eed0,Dope Earth Alien
71b29c01-382d-498e-8751-7427596bc15e,Dub Pistols
8c15e2ee-408f-4dce-b08c-9a6ac6646146,Verney Pépin
87e35ac2-fa36-4b20-8f84-0bd398b6252e,TRØVES
7866cf5a-a3a6-4390-8ade-5a4694965725,Futuristic Polar Bears
31e9d6de-854f-4604-be9e-72c695997be5,Anita Wilson
b827be6e-495e-468f-b100-3765da34cea8,Rob Mayth
185457bd-66ae-46b9-97ac-6b2efa68f6fd,Johan Söderqvist
4c5fd54f-eeb7-4871-b2ad-ef6e94d9a532,Timothy Infinite
